epoch,loss,loss/beta,loss/data,loss/ic,loss/res,lr,step
,,,,,,0.0005,0
0,47.61750030517578,0.16342902183532715,0.04573685675859451,0.13772009313106537,47.434043884277344,,80
,,,,,,0.0005,81
1,0.012434497475624084,0.2269468754529953,0.012218686752021313,0.0001487206609454006,6.70943918521516e-05,,161
,,,,,,0.0005,162
2,0.012260098941624165,0.2360730767250061,0.01214083842933178,3.191196083207615e-05,8.734727452974766e-05,,242
,,,,,,0.0005,243
3,0.012224738486111164,0.2373027205467224,0.012025215663015842,3.837133408524096e-05,0.00016115048492792994,,323
,,,,,,0.0005,324
4,0.012223354540765285,0.23435349762439728,0.012025479227304459,3.7793874071212485e-05,0.00016008102102205157,,404
,,,,,,0.0005,405
5,0.012215357273817062,0.2274235486984253,0.012014102190732956,3.749350071302615e-05,0.00016376434359699488,,485
,,,,,,0.0005,486
6,0.012197648175060749,0.21013060212135315,0.011985370889306068,3.822114740614779e-05,0.00017405397375114262,,566
,,,,,,0.0005,567
7,0.012164536863565445,0.18859636783599854,0.0119267413392663,4.1925799450837076e-05,0.00019586656708270311,,647
,,,,,,0.0005,648
8,0.012113667093217373,0.17950986325740814,0.011833678930997849,4.773598266183399e-05,0.00023225185577757657,,728
,,,,,,0.0005,729
9,0.012022041715681553,0.17265290021896362,0.01162945106625557,6.290037708822638e-05,0.000329691160004586,,809
,,,,,,0.0005,810
10,0.013867484405636787,0.17594875395298004,0.011222466826438904,0.00015860777057241648,0.002486411714926362,,890
,,,,,,0.0005,891
11,0.012060379609465599,0.17295607924461365,0.011913309805095196,2.9126073059160262e-05,0.00011794336751336232,,971
,,,,,,0.0005,972
12,0.011774931102991104,0.1620946079492569,0.011410756036639214,9.282077371608466e-05,0.00027135302661918104,,1052
,,,,,,0.0005,1053
13,0.018813684582710266,0.14631102979183197,0.010487955994904041,0.0007137436768971384,0.0076119801960885525,,1133
,,,,,,0.0005,1134
14,0.011119862087070942,0.14905640482902527,0.010552187450230122,0.00028948066756129265,0.00027819283423013985,,1214
,,,,,,0.0005,1215
15,0.012555373832583427,0.1369808167219162,0.009705457836389542,0.0007301541045308113,0.002119762822985649,,1295
,,,,,,0.0005,1296
16,0.010570459999144077,0.13854624330997467,0.009544936940073967,0.0006169136613607407,0.0004086104454472661,,1376
,,,,,,0.0005,1377
17,0.010413017123937607,0.1380060911178589,0.009493721649050713,0.0006197851034812629,0.0002995072863996029,,1457
,,,,,,0.0005,1458
18,0.010640384629368782,0.13459083437919617,0.009473775513470173,0.0007233986398205161,0.0004432100395206362,,1538
,,,,,,0.0005,1539
19,0.010682542808353901,0.1306634396314621,0.009151946753263474,0.0008789753774181008,0.0006516214343719184,,1619
,,,,,,0.0005,1620
20,0.010579445399343967,0.12536181509494781,0.008807388134300709,0.0010848138481378555,0.0006872481317259371,,1700
,,,,,,0.0005,1701
21,0.009907170198857784,0.12415381520986557,0.008546198718249798,0.0010738553246483207,0.0002871161559596658,,1781
,,,,,,0.0005,1782
22,0.009899061173200607,0.1252506673336029,0.00867313239723444,0.0009669112041592598,0.00025901340995915234,,1862
,,,,,,0.0005,1863
23,0.00985229667276144,0.12389896810054779,0.00863850861787796,0.0009527993388473988,0.00026098574744537473,,1943
,,,,,,0.0005,1944
24,0.010151608847081661,0.1198967918753624,0.008499277755618095,0.0010783581528812647,0.0005739778862334788,,2024
,,,,,,0.0005,2025
25,0.009527699090540409,0.11703282594680786,0.008006897754967213,0.0011314249131828547,0.0003893754037562758,,2105
,,,,,,0.0005,2106
26,0.010532189160585403,0.11321058124303818,0.0080847954377532,0.0012422705767676234,0.0012051266385242343,,2186
,,,,,,0.0005,2187
27,0.009428717195987701,0.11260361224412918,0.007404175121337175,0.0011494059581309557,0.0008751337300054729,,2267
,,,,,,0.0005,2268
28,0.00914311408996582,0.11458542943000793,0.007533521857112646,0.0011261295294389129,0.000483464275021106,,2348
,,,,,,0.0005,2349
29,0.00931892916560173,0.11493610590696335,0.007399777416139841,0.001099051907658577,0.000820100714918226,,2429
,,,,,,0.0005,2430
30,0.009003663435578346,0.11018969863653183,0.006688177119940519,0.0013375693233683705,0.0009779134998098016,,2510
,,,,,,0.0005,2511
31,0.008130038157105446,0.10541944205760956,0.006207017228007317,0.0010618801461532712,0.0008611390367150307,,2591
,,,,,,0.0005,2592
32,0.00799789372831583,0.10282131284475327,0.00560330506414175,0.0010415146825835109,0.0013530756114050746,,2672
,,,,,,0.0005,2673
33,0.006976654753088951,0.10271716117858887,0.005358293652534485,0.0007746379124000669,0.0008437232463620603,,2753
,,,,,,0.0005,2754
34,0.0072158221155405045,0.1048693060874939,0.00533653749153018,0.000601773033849895,0.001277509843930602,,2834
,,,,,,0.0005,2835
35,0.006728289648890495,0.10057126730680466,0.004938751924782991,0.0007929264684207737,0.00099660933483392,,2915
,,,,,,0.0005,2916
36,0.006618895567953587,0.09362462162971497,0.004365063272416592,0.0009858434787020087,0.0012679895153269172,,2996
,,,,,,0.0005,2997
37,0.006290323566645384,0.08758832514286041,0.003868785919621587,0.0009249362046830356,0.0014966013841331005,,3077
,,,,,,0.0005,3078
38,0.006187880877405405,0.08756746351718903,0.0038434364832937717,0.0006377754616551101,0.0017066679429262877,,3158
,,,,,,0.0005,3159
39,0.00527839083224535,0.08763383328914642,0.003761321771889925,0.0005712807760573924,0.0009457885171286762,,3239
,,,,,,0.0005,3240
40,0.005446065217256546,0.08814021944999695,0.0037315504159778357,0.0004920353530906141,0.001222476945258677,,3320
,,,,,,0.0005,3321
41,0.0052697849459946156,0.08437931537628174,0.0034655695781111717,0.0005883577396161854,0.001215856522321701,,3401
,,,,,,0.0005,3402
42,0.0048157209530472755,0.08467192202806473,0.003455025376752019,0.0003349001344759017,0.0010257968679070473,,3482
,,,,,,0.0005,3483
43,0.005319078452885151,0.08079910278320312,0.003249988192692399,0.0005416661151684821,0.0015274244360625744,,3563
,,,,,,0.0005,3564
44,0.00457358080893755,0.0743282362818718,0.0028440074529498816,0.0004986464628018439,0.0012309266021475196,,3644
,,,,,,0.0005,3645
