epoch,loss,loss/data,loss/ic,loss/res,loss/zeta,lr,step
,,,,,,0.0005,0
0,20.81496810913086,0.06227922812104225,0.5015199780464172,20.251178741455078,0.019226843491196632,,99
,,,,,,0.0005,100
1,2.769577741622925,0.06069521605968475,0.5002907514572144,2.208592414855957,0.01373051293194294,,199
,,,,,,0.0005,200
2,1.9926421642303467,0.060606446117162704,0.5006415247917175,1.4313950538635254,0.00966739933937788,,299
,,,,,,0.0005,300
3,2.1701319217681885,0.06051452457904816,0.5000521540641785,1.609565258026123,0.005917118396610022,,399
,,,,,,0.0005,400
4,2.017378330230713,0.06071801111102104,0.4990152418613434,1.4576443433761597,0.002751503372564912,,499
,,,,,,0.0005,500
5,1.6381815671920776,0.06087961420416832,0.4989944398403168,1.0783072710037231,0.0006223528180271387,,599
,,,,,,0.0005,600
6,1.1386910676956177,0.060515038669109344,0.5007173418998718,0.5774584412574768,3.6130913940723985e-05,,699
,,,,,,0.0005,700
7,2.335667371749878,0.060423437505960464,0.4998149871826172,1.775429129600525,0.0008093010983429849,,799
,,,,,,0.0005,800
8,1.2026790380477905,0.06072716787457466,0.5005903840065002,0.6413612365722656,0.0037965336814522743,,899
,,,,,,0.0005,900
9,0.7679690718650818,0.060515325516462326,0.49988502264022827,0.20756863057613373,0.0066352044232189655,,999
,,,,,,0.0005,1000
10,0.6827363967895508,0.06058228015899658,0.49984756112098694,0.12230643630027771,0.00878025870770216,,1099
,,,,,,0.0005,1100
11,0.9997365474700928,0.05997299775481224,0.5011807084083557,0.438583105802536,0.012573227286338806,,1199
,,,,,,0.0005,1200
12,0.7300434708595276,0.060502491891384125,0.49990424513816833,0.16963663697242737,0.016194477677345276,,1299
,,,,,,0.0005,1300
13,0.6104692816734314,0.06032559275627136,0.4999409317970276,0.05020265653729439,0.019114239141345024,,1399
,,,,,,0.0005,1400
14,0.6031969785690308,0.0605662539601326,0.5001287460327148,0.04250189661979675,0.021004142239689827,,1499
,,,,,,0.0005,1500
15,0.5986232757568359,0.06047951057553291,0.5000212788581848,0.038122422993183136,0.022719891741871834,,1599
,,,,,,0.0005,1600
16,0.595238447189331,0.06053876876831055,0.5000270009040833,0.03467273712158203,0.024171125143766403,,1699
,,,,,,0.0005,1700
17,0.5921589136123657,0.06047213077545166,0.4999399483203888,0.03174693509936333,0.025329116731882095,,1799
,,,,,,0.0005,1800
18,0.5897926688194275,0.06053236126899719,0.4999457597732544,0.02931462787091732,0.026188720017671585,,1899
,,,,,,0.0005,1900
19,0.587644636631012,0.06047055125236511,0.4998587369918823,0.027315398678183556,0.026784393936395645,,1999
,,,,,,0.0005,2000
20,0.5859146118164062,0.060525182634592056,0.4998609721660614,0.025528395548462868,0.027169831097126007,,2099
,,,,,,0.0005,2100
21,0.5845305919647217,0.06047096103429794,0.49977484345436096,0.024284768849611282,0.02739081345498562,,2199
,,,,,,0.0005,2200
22,0.5832565426826477,0.06052027642726898,0.49977725744247437,0.022959189489483833,0.02753015048801899,,2299
,,,,,,0.0005,2300
23,0.5824553966522217,0.06047141179442406,0.49969467520713806,0.02228926308453083,0.027576399967074394,,2399
,,,,,,0.0005,2400
24,0.5814620852470398,0.06051843240857124,0.4997055232524872,0.021238282322883606,0.027651090174913406,,2499
,,,,,,0.0005,2500
25,0.5843688249588013,0.06046097353100777,0.4996756911277771,0.024232279509305954,0.027641765773296356,,2599
,,,,,,0.0005,2600
26,0.5812267661094666,0.06054236367344856,0.49969902634620667,0.020985497161746025,0.027614910155534744,,2699
,,,,,,0.0005,2700
27,0.5794389843940735,0.06045318767428398,0.49961337447166443,0.01937238499522209,0.02761157788336277,,2799
,,,,,,0.0005,2800
28,0.5819307565689087,0.06051742658019066,0.49963223934173584,0.02178124152123928,0.027687810361385345,,2899
,,,,,,0.0005,2900
29,0.5839423537254333,0.06036067381501198,0.4996853470802307,0.023896371945738792,0.027945607900619507,,2999
,,,,,,0.0005,3000
30,0.5776954293251038,0.06051907315850258,0.49967098236083984,0.017505260184407234,0.027843963354825974,,3099
,,,,,,0.0005,3100
31,0.6249085664749146,0.060435663908720016,0.5001026391983032,0.06437026709318161,0.027170320972800255,,3199
,,,,,,0.0005,3200
32,0.6988576054573059,0.060570165514945984,0.49957457184791565,0.13871300220489502,0.025748712942004204,,3299
,,,,,,0.0005,3300
33,0.6729998588562012,0.0604294128715992,0.5002798438072205,0.11229052394628525,0.028869498521089554,,3399
,,,,,,0.0005,3400
34,0.5836085677146912,0.06054624542593956,0.4997304081916809,0.023331789299845695,0.030896496027708054,,3499
,,,,,,0.0005,3500
35,0.571725606918335,0.0604478195309639,0.4997830092906952,0.01149480789899826,0.031115418300032616,,3599
,,,,,,0.0005,3600
36,0.5675679445266724,0.06050555408000946,0.49999427795410156,0.0070680356584489346,0.03162948787212372,,3699
,,,,,,0.0005,3700
37,0.5616818070411682,0.06050083786249161,0.4997919499874115,0.0013889677356928587,0.031075259670615196,,3799
,,,,,,0.0005,3800
38,0.5615711212158203,0.06050322949886322,0.49978628754615784,0.0012818973045796156,0.031264375895261765,,3899
,,,,,,0.0005,3900
39,0.5615621209144592,0.06050322204828262,0.4997861683368683,0.0012725425185635686,0.031447265297174454,,3999
,,,,,,0.0005,4000
