epoch,loss,loss/beta,loss/data,loss/ic,loss/res,lr,step
,,,,,,0.0005,0
0,140.04527282714844,0.000503573683090508,0.19123287498950958,0.08137579262256622,139.77261352539062,,99
,,,,,,0.0005,100
1,0.3027348220348358,0.0014750870177522302,0.22599533200263977,0.06831572949886322,0.0084237614646554,,199
,,,,,,0.0005,200
2,0.29566434025764465,0.0048150308430194855,0.223836749792099,0.031706083565950394,0.04012153297662735,,299
,,,,,,0.0005,300
3,0.28612273931503296,0.006773150060325861,0.22434034943580627,0.024432377889752388,0.03735006973147392,,399
,,,,,,0.0005,400
4,0.2757275402545929,0.008606206625699997,0.2242097109556198,0.019255608320236206,0.0322621688246727,,499
,,,,,,0.0005,500
5,0.267798513174057,0.010304094292223454,0.22362478077411652,0.012333936057984829,0.031839802861213684,,599
,,,,,,0.0005,600
6,0.2579696476459503,0.011990399099886417,0.22306296229362488,0.0070864493027329445,0.027820276096463203,,699
,,,,,,0.0005,700
7,0.2624850869178772,0.013645310886204243,0.22354118525981903,0.005762264598160982,0.033181652426719666,,799
,,,,,,0.0005,800
8,0.2483922839164734,0.015335586853325367,0.2242201715707779,0.005528884939849377,0.01864318922162056,,899
,,,,,,0.0005,900
9,0.24895456433296204,0.017105452716350555,0.22393427789211273,0.004125726874917746,0.020894495770335197,,999
,,,,,,0.0005,1000
10,0.2538885772228241,0.01874503120779991,0.2242092490196228,0.003980787470936775,0.025698520243167877,,1099
,,,,,,0.0005,1100
11,0.24679966270923615,0.02022213488817215,0.22439409792423248,0.003387869568541646,0.019017677754163742,,1199
,,,,,,0.0005,1200
12,0.24521252512931824,0.022600527852773666,0.22459223866462708,0.003416036954149604,0.017204366624355316,,1299
,,,,,,0.0005,1300
13,0.2405044436454773,0.024576839059591293,0.22450745105743408,0.002490624785423279,0.013506410643458366,,1399
,,,,,,0.0005,1400
14,0.24661454558372498,0.026417896151542664,0.2245825231075287,0.002680310746654868,0.01935175061225891,,1499
,,,,,,0.0005,1500
15,0.25465020537376404,0.027804000303149223,0.22474272549152374,0.0027494635432958603,0.027158096432685852,,1599
,,,,,,0.0005,1600
16,0.2487666755914688,0.029213089495897293,0.22474195063114166,0.0020325956866145134,0.021992115303874016,,1699
,,,,,,0.0005,1700
17,0.24942348897457123,0.03038000874221325,0.2245122343301773,0.001953401369974017,0.02295781299471855,,1799
,,,,,,0.0005,1800
18,0.25494998693466187,0.03196583688259125,0.2248963564634323,0.0019799864385277033,0.028073670342564583,,1899
,,,,,,0.0005,1900
19,0.2486327439546585,0.03373883292078972,0.22512416541576385,0.0021017498802393675,0.02140682190656662,,1999
,,,,,,0.0005,2000
20,0.24290236830711365,0.03527537360787392,0.2251233160495758,0.0019704594742506742,0.01580868847668171,,2099
,,,,,,0.0005,2100
21,0.2489934265613556,0.03646773844957352,0.22508485615253448,0.0017273698467761278,0.02218116819858551,,2199
,,,,,,0.0005,2200
22,0.24100954830646515,0.03791084513068199,0.22525237500667572,0.0015155113069340587,0.014241677708923817,,2299
,,,,,,0.0005,2300
23,0.2413834035396576,0.03934380039572716,0.2250940203666687,0.001832750509493053,0.014456548728048801,,2399
,,,,,,0.0005,2400
24,0.2469014823436737,0.0405428372323513,0.2252919226884842,0.0025067580863833427,0.019102852791547775,,2499
,,,,,,0.0005,2500
25,0.238982692360878,0.041718125343322754,0.22517280280590057,0.0011700812028720975,0.01263976190239191,,2599
,,,,,,0.0005,2600
26,0.2430204302072525,0.04309123754501343,0.225448340177536,0.0015156223671510816,0.016056450083851814,,2699
,,,,,,0.0005,2700
27,0.23861028254032135,0.044294893741607666,0.2252807915210724,0.00152315734885633,0.011806227266788483,,2799
,,,,,,0.0005,2800
28,0.25981345772743225,0.04561874642968178,0.2254415601491928,0.002241698792204261,0.03213013336062431,,2899
,,,,,,0.0005,2900
29,0.2401409149169922,0.04667259380221367,0.22548727691173553,0.0011637707939371467,0.013489835895597935,,2999
,,,,,,0.0005,3000
30,0.23741237819194794,0.048328038305044174,0.22558513283729553,0.0009582765633240342,0.010868964716792107,,3099
,,,,,,0.0005,3100
31,0.23706096410751343,0.05009402707219124,0.2254587858915329,0.0013511304277926683,0.01025114394724369,,3199
,,,,,,0.0005,3200
32,0.24122190475463867,0.051802635192871094,0.2256130427122116,0.0012168523389846087,0.01439201831817627,,3299
,,,,,,0.0005,3300
33,0.23601548373699188,0.0530034601688385,0.22553755342960358,0.001400216482579708,0.009077691473066807,,3399
,,,,,,0.0005,3400
34,0.24495883285999298,0.05447152629494667,0.225568488240242,0.0006818334804847836,0.01870853826403618,,3499
,,,,,,0.0005,3500
35,0.23664438724517822,0.05568554624915123,0.2256375551223755,0.001166595029644668,0.009840239770710468,,3599
,,,,,,0.0005,3600
36,0.2514926493167877,0.05782997980713844,0.22584648430347443,0.0011021624086424708,0.024543948471546173,,3699
,,,,,,0.0005,3700
37,0.23979038000106812,0.059032294899225235,0.225745290517807,0.000880896404851228,0.01316424086689949,,3799
,,,,,,0.0005,3800
38,0.2407921701669693,0.059978071600198746,0.22573034465312958,0.0014580081915482879,0.013603773899376392,,3899
,,,,,,0.0005,3900
39,0.23844245076179504,0.060832440853118896,0.22573913633823395,0.0007994291954673827,0.011903844773769379,,3999
,,,,,,0.0005,4000
40,0.24231384694576263,0.06227428466081619,0.2257584184408188,0.0008724475628696382,0.015682950615882874,,4099
,,,,,,0.0005,4100
41,0.24576814472675323,0.06409835815429688,0.22598418593406677,0.0010350930970162153,0.01874891296029091,,4199
,,,,,,0.0005,4200
42,0.23704318702220917,0.06519119441509247,0.22585608065128326,0.0007637618109583855,0.010423253290355206,,4299
,,,,,,0.0005,4300
43,0.24303488433361053,0.0667160227894783,0.22586269676685333,0.0010237478418275714,0.01614839769899845,,4399
,,,,,,0.0005,4400
44,0.23727339506149292,0.06831003725528717,0.2259145975112915,0.000718908675480634,0.010639972984790802,,4499
,,,,,,0.0005,4500
45,0.23569639027118683,0.06986075639724731,0.22605764865875244,0.0009813024662435055,0.008657480590045452,,4599
,,,,,,0.0005,4600
46,0.2429880052804947,0.07084014266729355,0.2258850336074829,0.0007142895483411849,0.016388725489377975,,4699
,,,,,,0.0005,4700
47,0.23696769773960114,0.07144052535295486,0.22587905824184418,0.0005840718513354659,0.010504516772925854,,4799
,,,,,,0.0005,4800
48,0.2455856204032898,0.07282643765211105,0.2259928286075592,0.0007531568990088999,0.018839607015252113,,4899
,,,,,,0.0005,4900
49,0.2516902685165405,0.07401641458272934,0.22597287595272064,0.0012338747037574649,0.024483386427164078,,4999
,,,,,,0.0005,5000
50,0.24065366387367249,0.0749264732003212,0.22600090503692627,0.0008749358239583671,0.013777806423604488,,5099
,,,,,,0.0005,5100
51,0.24259038269519806,0.07594607025384903,0.22602595388889313,0.0006947842193767428,0.015869710594415665,,5199
,,,,,,0.0005,5200
52,0.2419344037771225,0.07699773460626602,0.2260766625404358,0.0006427552434615791,0.015215003862977028,,5299
,,,,,,0.0005,5300
53,0.23980838060379028,0.07780864834785461,0.2259836196899414,0.000635836913716048,0.013188974000513554,,5399
,,,,,,0.0005,5400
54,0.23833654820919037,0.0782180204987526,0.22618146240711212,0.0009219955536536872,0.011232986114919186,,5499
,,,,,,0.0005,5500
55,0.24573613703250885,0.07901863008737564,0.22612768411636353,0.001388799399137497,0.018219726160168648,,5599
,,,,,,0.0005,5600
56,0.2343231439590454,0.0802602618932724,0.22617514431476593,0.0008096926612779498,0.007338317111134529,,5699
,,,,,,0.0005,5700
57,0.23485378921031952,0.08166362345218658,0.22603586316108704,0.0006135134026408195,0.008204314857721329,,5799
,,,,,,0.0005,5800
58,0.24222776293754578,0.08299648761749268,0.22611701488494873,0.0006898179999552667,0.015420835465192795,,5899
,,,,,,0.0005,5900
59,0.2402067929506302,0.0839199498295784,0.22613608837127686,0.0007373466505669057,0.013333339244127274,,5999
,,,,,,0.0005,6000
60,0.23541076481342316,0.0844995379447937,0.2261294424533844,0.0007064938545227051,0.00857484806329012,,6099
,,,,,,0.0005,6100
